username,judul video,text,tanggal publish,clean_comment,comment_no_slang,Sentimen
@ardyputra2203,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Tim yg nonton doang beli nya 10th kemudian 😅,2024-09-21T08:57:39Z,tim yg nonton doang beli nya 10th kemudian,tim yang nonton saja beli nya 10th kemudian,3
@agus325,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Bang itu soft case nya pas di bawa pulang kena biaya bea cukai ga?,2024-09-21T08:57:07Z,bang itu soft case nya pas di bawa pulang kena biaya bea cukai ga,bang itu soft case nya pas di bawa pulang kena biaya bea cukai ga,3
@Sant_Official90,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Semoga yg baca komen ini bisa beli ipone...amin🤲,2024-09-21T08:57:05Z,semoga yg baca komen ini bisa beli ipone amin,semoga yang baca komen ini bisa beli ipone amin,3
@AbdulSoleh-b7x,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Saya masih nunggu IPhone 20 pro bang 😂,2024-09-21T08:56:33Z,saya masih nunggu iphone 20 pro bang,saya masih nunggu iphone 20 pro bang,3
@KeanuRohy,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,entah kenapa hape se ga menarik apapun kalo udah dipegang david jadi kek bikin pengen,2024-09-21T08:56:12Z,entah kenapa hape se ga menarik apapun kalo udah dipegang david jadi kek bikin pengen,entah kenapa hape se ga menarik apapun kalo sudah dipegang david jadi kek bikin ingin,3
@Initials23,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Fotur audio mix di 15pm ga ada ya? Meskipun udah pake ios 18,2024-09-21T08:55:24Z,fotur audio mix di 15pm ga ada ya meskipun udah pake ios 18,fotur audio mix di 15pm ga ada ya meskipun sudah pakai ios 18,3
@dpo_tik,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,20jt stiker aja kaga dikasih juga gila sih sultan mah bebas ga mendang mending😂,2024-09-21T08:55:12Z,20jt stiker aja kaga dikasih juga gila sih sultan mah bebas ga mendang mending,20jt stiker aja kaga dikasih juga gila sih sultan mah bebas ga mendang mending,2
@davingaming894,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,bang tolong review Poco f6 pro 5g banggg🙏🙏🙏,2024-09-21T08:54:23Z,bang tolong review poco f6 pro 5g banggg,bang tolong review poco f6 pro 5g bang,3
@KostskwIslamic,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Tim yg bersabar hnya bli yg second 😊❤,2024-09-21T08:54:02Z,tim yg bersabar hnya bli yg second,tim yang bersabar hanya beli yang second,3
@ejaaonly750,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"Tim CLBK (cuma liat, beli kaga)☝️",2024-09-21T08:53:48Z,tim clbk cuma liat beli kaga,tim hanya liat beli tidak,3
@abufarisafif4341,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,bang Davids ... ini kan hape yang dipake review di Dhiarcom ya...? warnanya kok sama,2024-09-21T08:53:00Z,bang davids ini kan hape yang dipake review di dhiarcom ya warnanya kok sama,bang davids ini kan hape yang dipakai review di dhiarcom ya warnanya kok sama,3
@mkhai556,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,iPhone tahun depan mungking xbagi cable😂,2024-09-21T08:52:50Z,iphone tahun depan mungking xbagi cable,iphone tahun depan mungking xbagi cable,3
@RidhoSamuelMrpg,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Tim blom pernah punya iphone 4 - 16,2024-09-21T08:52:49Z,tim blom pernah punya iphone 4 16,tim blom pernah punya iphone 4 16,3
@mustapagalwazi3956,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Bang barang aneh kapan,2024-09-21T08:52:35Z,bang barang aneh kapan,bang barang aneh kapan,3
@flysall.sf_aceh,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Bisa²nya lu salah nyebut jadi iphone 15 bang 😅,2024-09-21T08:50:59Z,bisa nya lu salah nyebut jadi iphone 15 bang,bisa nya lu salah nyebut jadi iphone 15 bang,3
@GazaCeaseFireNow67-24,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,USB port Type C 3.0 di biasa aja kenapa sih? di 16&16plus terus yang pro dan promax gen 4,2024-09-21T08:50:53Z,usb port type c 3 0 di biasa aja kenapa sih di 16 16plus terus yang pro dan promax gen 4,usb port type c 3 0 di biasa aja kenapa sih di 16 16plus terus yang pro dan promax gen 4,3
@bocilsus474,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Gw nonton unboxing iphone 16 make hape vivo. 🤦‍♂️,2024-09-21T08:50:37Z,gw nonton unboxing iphone 16 make hape vivo,saya nonton unboxing iphone 16 make hape vivo,3
@Pakde02-aja,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"Yuk biat kaum yg tinggi gengsi, jangan khawatir pinjol siap mendukung,🤣🤣🤣 terutama ekonomi menengah yg hidup kembang kempis, selera tinggi minim bugjet,,,,klo yg kaya mah ga heran tpi pasti mikir klk cuma utk gengsi gengsian,,,",2024-09-21T08:49:56Z,yuk biat kaum yg tinggi gengsi jangan khawatir pinjol siap mendukung terutama ekonomi menengah yg hidup kembang kempis selera tinggi minim bugjet klo yg kaya mah ga heran tpi pasti mikir klk cuma utk gengsi gengsian,yuk biat kaum yang tinggi gengsi jangan khawatir pinjol siap mendukung terutama ekonomi menengah yang hidup kembang kempis selera tinggi minim bugjet klo yang kaya mah ga heran tpi pasti mikir klk hanya utk gengsi gengsian,3
@muhamadfadhil5150,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,bismillah dulu bro😅,2024-09-21T08:49:52Z,bismillah dulu bro,bismillah dulu bro,3
@nindavani,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,bang itu ngrekam vlognya pake kamera apa?,2024-09-21T08:49:07Z,bang itu ngrekam vlognya pake kamera apa,bang itu ngrekam vlognya pakai kamera apa,3
@Ojie-u8p,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,19:41 Agak ribet ya bang😅 lebih cepat di layar,2024-09-21T08:49:04Z,19 41 agak ribet ya bang lebih cepat di layar,19 41 agak ribet ya bang lebih cepat di layar,3
@dimashand149,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"Baru aja kebli yg telulas pmax , in udh keluar aja nembelas😢",2024-09-21T08:48:48Z,baru aja kebli yg telulas pmax in udh keluar aja nembelas,baru aja kebli yang telulas pmax in sudah keluar aja nembelas,3
@meimeiana,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Kira2 hape huawei lipat 3 bakal di unboxing gak yah,2024-09-21T08:47:42Z,kira2 hape huawei lipat 3 bakal di unboxing gak yah,kira2 hape huawei lipat 3 bakal di unboxing gak yah,3
@dreamies09,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,bismillah tahun depan punya hp iphone😂,2024-09-21T08:46:54Z,bismillah tahun depan punya hp iphone,bismillah tahun depan punya hp iphone,3
@andrewibowo2677,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Kalau iphone 20 rilis iphone 15pm Berapaan ya kira-kira 😑,2024-09-21T08:46:30Z,kalau iphone 20 rilis iphone 15pm berapaan ya kira kira,kalau iphone 20 rilis iphone 15pm berapaan ya kira kira,3
@IrfanSK16,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"lihat video Iphone 16, tp daily use Samsung 😁",2024-09-21T08:45:57Z,lihat video iphone 16 tp daily use samsung,lihat video iphone 16 tp daily use samsung,3
@nurmanhabib,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Camera control hanya gimmick kyk nya,2024-09-21T08:44:56Z,camera control hanya gimmick kyk nya,camera control hanya gimmick kyk nya,3
@OryOry-x8p,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Bang ipon yg second ada ga . Abang kan sering Unboxing,2024-09-21T08:44:26Z,bang ipon yg second ada ga abang kan sering unboxing,bang ipon yang second ada ga abang kan sering unboxing,3
@Mayodut,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"Yang 16 pro desert titanium, warnanya menyesatkan ga sesuai wkwk😅",2024-09-21T08:44:05Z,yang 16 pro desert titanium warnanya menyesatkan ga sesuai wkwk,yang 16 pro desert titanium warnanya menyesatkan ga sesuai wkwk,3
@adamtambunan7528,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Tim yang bisa beli iphone 16 ketika iphone 20 launching,2024-09-21T08:42:31Z,tim yang bisa beli iphone 16 ketika iphone 20 launching,tim yang bisa beli iphone 16 ketika iphone 20 launching,3
@MConlyMLBB,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,05:12 kamera apa bangg,2024-09-21T08:41:58Z,05 12 kamera apa bangg,05 12 kamera apa bangg,3
@AdeevaWidodo,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"IPHONE LAMA-LAMA SEMAKIN NGELUNJAK YA. NGASIH HARGA GA NGOTAK
IPHONE 17 HARGANYA BISA 60JUTA KALO NAIKNYA GA NGOTAK
IPHONE MEMANG GA NGOTAK",2024-09-21T08:41:49Z,iphone lama lama semakin ngelunjak ya ngasih harga ga ngotak iphone 17 harganya bisa 60juta kalo naiknya ga ngotak iphone memang ga ngotak,iphone lama lama semakin ngelunjak ya ngasih harga ga ngotak iphone 17 harganya bisa 60juta kalo naiknya ga ngotak iphone memang ga ngotak,3
@AndiArif1965,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"COBA KE SHENZEN CINA,,,,,BELI DISANA PERPATNYA YANG ASLI....SURUH RAKIT....TIDAK HABIS UANGMU 1 JUTA,,,.JANGAN TERTIPU OLEH BRAND",2024-09-21T08:40:51Z,coba ke shenzen cina beli disana perpatnya yang asli suruh rakit tidak habis uangmu 1 juta jangan tertipu oleh brand,coba ke shenzen cina beli disana perpatnya yang asli suruh rakit tidak habis uangmu 1 juta jangan tertipu oleh brand,2
@THE.BLOWWER,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Bg david coba samperin msbrewec di Singapura.,2024-09-21T08:40:48Z,bg david coba samperin msbrewec di singapura,bg david coba sampairin msbrewec di singapura,3
@aploverz5577,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"Minus tombol kamera disitu sama kayak sony.
Kalo hp dicantolin di holder gub, ga bisa presisi pas. Harus dikeatasin dikit hpnya. Jadi kayak model melayang ga napak gitu",2024-09-21T08:39:29Z,minus tombol kamera disitu sama kayak sony kalo hp dicantolin di holder gub ga bisa presisi pas harus dikeatasin dikit hpnya jadi kayak model melayang ga napak gitu,minus tombol kamera disitu sama kayak sony kalo hp dicantolin di holder gub ga bisa presisi pas harus dikeatasin dikit hpnya jadi kayak model melayang ga napak gitu,2
@Yaloscukurrambut,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Dari i Phone 11 sampai i Phone 16 CLBK ( Cuma Lihat Beli Kagak ),2024-09-21T08:38:58Z,dari i phone 11 sampai i phone 16 clbk cuma lihat beli kagak,dari i phone 11 sampai i phone 16 clbk hanya lihat beli kagak,2
@TrisnaWira,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Aku nonton pake ipong lama 😂😂,2024-09-21T08:38:40Z,aku nonton pake ipong lama,saya nonton pakai iphone lama,3
@GazaCeaseFireNow67-24,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,iPhone 15 pro 1tb be like :🗿🗿🗿,2024-09-21T08:38:24Z,iphone 15 pro 1tb be like,iphone 15 pro 1tb be like,3
@vebiifkunizar1866,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"Karena menurut gw lu trlalu kasar dibanding youtuber lain bang, grasa grusu bgt unboxing, lah org yg pgn itu hp pasti geli resah sm video lu bang, sekedar saran cb liat yg lain2 bang",2024-09-21T08:38:16Z,karena menurut gw lu trlalu kasar dibanding youtuber lain bang grasa grusu bgt unboxing lah org yg pgn itu hp pasti geli resah sm video lu bang sekedar saran cb liat yg lain2 bang,karena menurut saya anda terlalu kasar dibanding youtuber lain bang terburu buru sekali unboxing lah orang yang ingin itu hp pasti geli resah sama video anda bang sekedar saran coba lihat yang lain lain bang,3
@bamsryadi,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Ini bli sndiri atau endors,2024-09-21T08:37:24Z,ini bli sndiri atau endors,ini beli sendiri atau promosi,3
@TataYhatioa,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,B aja,2024-09-21T08:36:57Z,b aja,biasa aja,3
@Kevin-pk4kb,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Kalah ama malvin yg udh megang duluan pas apple event😂,2024-09-21T08:36:51Z,kalah ama malvin yg udh megang duluan pas apple event,kalah ama malvin yang sudah megang duluan pas apple event,3
@bayukaban6667,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,13 pro max aja masih 5 juta cukai nya apalagi yg 16 pro max 🥲🥲,2024-09-21T08:36:35Z,13 pro max aja masih 5 juta cukai nya apalagi yg 16 pro max,13 pro max aja masih 5 juta cukai nya apalagi yang 16 pro max,3
@DimasTama8,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,nonton video ini pake hp yg udah dibeli dari 3 tahun lalu 👉👈,2024-09-21T08:36:24Z,nonton video ini pake hp yg udah dibeli dari 3 tahun lalu,nonton video ini pakai hp yang sudah dibeli dari 3 tahun lalu,3
@aan1087,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"agak useless fitur camera controlnya ya wkwk, mungkin ngga banyak yg bakal pake fitur itu utk jangka waktu pemakaian yg lama, tpi upgrade chip + fitur AI + 4K 120fps bisa jdi pertimbangan, utk seri pro ada 5x telephoto",2024-09-21T08:34:41Z,agak useless fitur camera controlnya ya wkwk mungkin ngga banyak yg bakal pake fitur itu utk jangka waktu pemakaian yg lama tpi upgrade chip fitur ai 4k 120fps bisa jdi pertimbangan utk seri pro ada 5x telephoto,agak useless fitur camera controlnya ya wkwk mungkin ngga banyak yang bakal pakai fitur itu utk jangka waktu pemakaian yang lama tpi upgrade chip fitur ai 4k 120fps bisa jdi pertimbangan utk seri pro ada 5x telephoto,3
@garyandrekho,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"Cara ngakalin kabel iphone biar gk patah itu gampang pake aja isolasi bakar,  bakal awet, cuma minus jelek diliat aja😂",2024-09-21T08:34:27Z,cara ngakalin kabel iphone biar gk patah itu gampang pake aja isolasi bakar bakal awet cuma minus jelek diliat aja,cara ngakalin kabel iphone biar gk patah itu gampang pakai aja isolasi bakar bakal awet hanya minus jelek diliat aja,2
@loktaohpole,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"Saya cuma Buruh Migran yg kerja di Dubai.
bukan orang kaya
Alhamdulillah bisa beli iphone lgsg dari Apple store di Dubai.
❤❤❤❤❤",2024-09-21T08:34:25Z,saya cuma buruh migran yg kerja di dubai bukan orang kaya alhamdulillah bisa beli iphone lgsg dari apple store di dubai,saya hanya buruh migran yang kerja di dubai bukan orang kaya alhamdulillah bisa beli iphone lgsg dari apple store di dubai,3
@miriphapihapi2291,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,allahumma sholli 'ala sayyidina muhammad,2024-09-21T08:33:24Z,allahumma sholli ala sayyidina muhammad,allahumma sholli ala sayyidina muhammad,3
@paulizer,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Bang yg di unboxing apanya? Kan iPhone makin gk ada isinya dlm dus nya 🗿,2024-09-21T08:32:09Z,bang yg di unboxing apanya kan iphone makin gk ada isinya dlm dus nya,bang yang di unboxing apanya kan iphone makin gk ada isinya dlm dus nya,3
@IksuAsw,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,huawei mate xt ultimate tertawa melihat ini😂,2024-09-21T08:30:53Z,huawei mate xt ultimate tertawa melihat ini,huawei mate xt ultimate tertawa melihat ini,3
@pemudatersesat1551,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Iphone rilis = hotel ramai😂,2024-09-21T08:30:36Z,iphone rilis hotel ramai,iphone rilis hotel ramai,3
@dimasrevanditya8528,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Apa sih 16 pro.. ga ada PO erubahan nya naikin aja ke ios18 udh..,2024-09-21T08:28:56Z,apa sih 16 pro ga ada po erubahan nya naikin aja ke ios18 udh,apa sih 16 pro ga ada po erubahan nya naikin aja ke ios18 sudah,3
@RezaahardianHardi,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Tim yang nonton video ini pakai hp oppo 😅,2024-09-21T08:28:54Z,tim yang nonton video ini pakai hp oppo,tim yang nonton video ini pakai hp oppo,3
@frozenfrozz2707,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"Apapun jenis hpnya, tetap setia Samsung Android, sebab bisa mod Apk. 😂😂 buang aja kamera depan iphone, ga guna, karena rata2 nitizen photo di cermin biar tau mata tiga gitu loh. 😂😂",2024-09-21T08:26:25Z,apapun jenis hpnya tetap setia samsung android sebab bisa mod apk buang aja kamera depan iphone ga guna karena rata2 nitizen photo di cermin biar tau mata tiga gitu loh,apapun jenis hpnya tetap setia samsung android sebab bisa mod apk buang aja kamera depan iphone ga guna karena rata2 nitizen photo di cermin biar tau mata tiga gitu loh,2
@Darmaputra19.,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Ada yg tau merk sendal bang david ?,2024-09-21T08:26:16Z,ada yg tau merk sendal bang david,ada yang tau merk sendal bang david,3
@bangdardiwarnetsimulator9719,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"Tuker tambah J2 prime bang minus layar retak dikit tpi gak ngaruh , gpp ane nmbah 200",2024-09-21T08:26:07Z,tuker tambah j2 prime bang minus layar retak dikit tpi gak ngaruh gpp ane nmbah 200,tuker tambah j2 prime bang minus layar retak dikit tpi gak ngaruh gpp ane nmbah 200,3
@MBAHFOREX07,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"Sblumnya gk ad tombol camera, skrg di kasih tombol camera, lama2 IP 17-18-19 udh ada antena, bentuknya udh kyk HT😅, user Apple udh terhip notis. Klo nyari kamera IP 15 dh ckup. IP 15 beli hand cam/ camera hardware udh dpt camera bgus",2024-09-21T08:25:42Z,sblumnya gk ad tombol camera skrg di kasih tombol camera lama2 ip 17 18 19 udh ada antena bentuknya udh kyk ht user apple udh terhip notis klo nyari kamera ip 15 dh ckup ip 15 beli hand cam camera hardware udh dpt camera bgus,sblumnya gk ad tombol camera skrg di kasih tombol camera lama2 ip 17 18 19 sudah ada antena bentuknya sudah kyk ht user apple sudah terhip notis klo nyari kamera ip 15 dh ckup ip 15 beli hand cam camera hardware sudah dpt camera bgus,3
@m4lifamily572,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"Singapore 45 juta... 
Pulang ke Indonesia jadi berapa?",2024-09-21T08:24:53Z,singapore 45 juta pulang ke indonesia jadi berapa,singapore 45 juta pulang ke indonesia jadi berapa,3
@yomamushinidaime7044,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Ipong hanya untuk Gengsi utamakan gengsi bukan fungsi,2024-09-21T08:24:21Z,ipong hanya untuk gengsi utamakan gengsi bukan fungsi,ipong hanya untuk gengsi utamakan gengsi bukan fungsi,3
@aryakhrl,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Tim nonton video ini pake Samsung Note 9🤪,2024-09-21T08:24:02Z,tim nonton video ini pake samsung note 9,tim nonton video ini pakai samsung note 9,3
@miftakhul9856,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"Beli iPhone di tempat yang sama, dan unboxing pun di tempat yang sama",2024-09-21T08:23:21Z,beli iphone di tempat yang sama dan unboxing pun di tempat yang sama,beli iphone di tempat yang sama dan unboxing pun di tempat yang sama,3
@akmalardiansyah489,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,16:08 moment melihat layar iphone 16 😂,2024-09-21T08:23:14Z,16 08 moment melihat layar iphone 16,16 08 moment melihat layar iphone 16,1
@yangbener4883,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Alhamdulillah setelah lama nabung bisa beli kuota buat nonton iphone 16pro,2024-09-21T08:23:04Z,alhamdulillah setelah lama nabung bisa beli kuota buat nonton iphone 16pro,alhamdulillah setelah lama nabung bisa beli kuota buat nonton iphone 16pro,3
@egayuda9500,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Boleh minta hp nya bang hehehehehe😂,2024-09-21T08:22:20Z,boleh minta hp nya bang hehehehehe,boleh minta hp nya bang hehehehehe,3
@channelapaaja3931,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Itu pas balik ke Indo ke pajak nggak?,2024-09-21T08:22:05Z,itu pas balik ke indo ke pajak nggak,itu pas balik ke indonesia ke pajak nggak,3
@herwantowijaya8144,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Apa daya gua pake hp oppo aja hasil dari kredit😂😂,2024-09-21T08:21:52Z,apa daya gua pake hp oppo aja hasil dari kredit,apa daya saya pakai hp oppo aja hasil dari kredit,3
@WahyuAchmadGadget,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Hasil kameranya kok biasa aja ya 😢,2024-09-21T08:21:49Z,hasil kameranya kok biasa aja ya,hasil kameranya kok biasa aja ya,2
@AlvanTiffanyArdiansyah,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Bang hp gua redmi 10 2021 hasil nonton YouTube lu kira kira kalo mau tuker ke iPhone 16 promex itu kurang berapa yah,2024-09-21T08:21:44Z,bang hp gua redmi 10 2021 hasil nonton youtube lu kira kira kalo mau tuker ke iphone 16 promex itu kurang berapa yah,bang hp saya redmi 10 2021 hasil nonton youtube lu kira kira kalo mau tuker ke iphone 16 promex itu kurang berapa yah,3
@triamorfa2010,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Iphone 16+16pro  = Nmax Turbo,2024-09-21T08:21:13Z,iphone 16 16pro nmax turbo,iphone 16 16pro nmax turbo,2
@TomiDolapaet,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Minim inovasi cuman munculin tombol baru doang di sony uda lama,2024-09-21T08:20:52Z,minim inovasi cuman munculin tombol baru doang di sony uda lama,minim inovasi hanya munculin tombol baru saja di sony uda lama,2
@NyobainSegala,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Group infinix sini ngumpul! 😂😂,2024-09-21T08:20:15Z,group infinix sini ngumpul,group infinix sini ngumpul,3
@CDwarf12,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,45 juta?,2024-09-21T08:19:51Z,45 juta,45 juta,2
@duniainilucu1035,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"Ada yang bilang, kalau setiap iPhone keluarin tipe baru bakalan ada tempat bisnis yang rame.",2024-09-21T08:18:25Z,ada yang bilang kalau setiap iphone keluarin tipe baru bakalan ada tempat bisnis yang rame,ada yang bilang kalau setiap iphone keluarin tipe baru bakalan ada tempat bisnis yang rame,3
@peace.addict19,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Pajak cukai itu salahsatunya untuk mengontrol produk luar agar tidak menyaingi produk dalam negri. Tujuannya agar rakyat Indonesia tambah makmur terutama pejabat²nya😋,2024-09-21T08:17:42Z,pajak cukai itu salahsatunya untuk mengontrol produk luar agar tidak menyaingi produk dalam negri tujuannya agar rakyat indonesia tambah makmur terutama pejabat nya,pajak cukai itu salahsatunya untuk mengontrol produk luar agar tidak menyaingi produk dalam negri tujuannya agar rakyat indonesia tambah makmur terutama pejabat nya,2
@riskimaulana7971,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Kalo buat game pake ip brpa enaknya,2024-09-21T08:16:52Z,kalo buat game pake ip brpa enaknya,kalo buat game pakai ip brpa enaknya,3
@muhammadyanbintangdorajat9916,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Nonton pake iphone 15 😂,2024-09-21T08:16:37Z,nonton pake iphone 15,nonton pakai iphone 15,3
@susianggraeni_,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Anti apple,2024-09-21T08:16:23Z,anti apple,anti apple,3
@alfinassandi6565,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Kok bagusan camera si kameramennya ya.???.. apa perasaan guwe doang..????,2024-09-21T08:16:19Z,kok bagusan camera si kameramennya ya apa perasaan guwe doang,kok bagusan camera si kameramennya ya apa perasaan guwe saja,3
@Tunecraftmusic,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"Oke Fine, Fix Nunggu Iphone 30promax keluar aja, baru gw Beli .. 

Biar dapet Spek 
Zoom 100X
Gimbal
Iphone Flip
anti aer 
Dapet Wireless Charge 
anti tahan dibanting²
Yg pasti gak inter 

Tambahin lg spek nya bor
👇",2024-09-21T08:15:57Z,oke fine fix nunggu iphone 30promax keluar aja baru gw beli biar dapet spek zoom 100x gimbal iphone flip anti aer dapet wireless charge anti tahan dibanting yg pasti gak inter tambahin lg spek nya bor,oke fine fix nunggu iphone 30promax keluar aja baru saya beli biar dapet spek zoom 100x gimbal iphone flip anti aer dapet wireless charge anti tahan dibanting yang pasti gak inter tambahin lg spek nya bor,2
@ASTROPHILE-o4b,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,45 juta doang?,2024-09-21T08:15:55Z,45 juta doang,45 juta saja,3
@adamaw2681,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Bang unboxing barang aneh lagi dong,2024-09-21T08:15:46Z,bang unboxing barang aneh lagi dong,bang unboxing barang aneh lagi dong,3
@sriwahyunihasanuddin5446,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,masih setia dgn ip 11 😂,2024-09-21T08:14:01Z,masih setia dgn ip 11,masih setia dengan ip 11,2
@muhammadwira3416,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,sip,2024-09-21T08:13:29Z,sip,sip,3
@AndyLinWi,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"Bang ralat.. Menit 8:24...unboxing nya 15pro..!!!??? 
16pro baaang 😊",2024-09-21T08:13:15Z,bang ralat menit 8 24 unboxing nya 15pro 16pro baaang,bang ralat menit 8 24 unboxing nya 15pro 16pro bang,3
@Absir,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Kira² bang david 1 video bs dpet brp cuan ya? 😂,2024-09-21T08:12:57Z,kira bang david 1 video bs dpet brp cuan ya,kira bang david 1 video bisa dapat berapa cuan ya,3
@NistorGenZ,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Review Huawei dong bang yang baru rilis setelah apple 16 rilis,2024-09-21T08:12:47Z,review huawei dong bang yang baru rilis setelah apple 16 rilis,review huawei dong bang yang baru rilis setelah apple 16 rilis,3
@dedyhikari2307,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"Bang David awas salah ngomong, Camera apa ???",2024-09-21T08:12:34Z,bang david awas salah ngomong camera apa,bang david awas salah ngomong camera apa,3
@greenvlog,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Mahal kali menurut GREEN VLOG 😅😅😅,2024-09-21T08:12:32Z,mahal kali menurut green vlog,mahal sekali menurut green vlog,3
