username,judul video,text,tanggal publish,clean_comment,comment_no_slang,Sentimen,comment_final
@AnggaKirana-x9l,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Simple kereen..,2025-05-07T15:28:35Z,simple kereen,simple keren,1.0,simple keren
@MNFadhlan,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","iPhone 13 masih cukup sih buat gw, mungkin upgrade ke 13 Pro Max 2 tahun berikutnya",2025-05-07T10:10:23Z,iphone 13 masih cukup sih buat gw mungkin upgrade ke 13 pro max 2 tahun berikutnya,iphone 13 masih cukup sih untuk saya mungkin upgrade ke 13 pro max 2 tahun berikutnya,2.0,iphone 13 cukup sih mungkin upgrade 13 pro max 2 tahun berikutnya
@bangwill07,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Coba banfingkan dengan iphone 13,2025-05-06T03:35:36Z,coba banfingkan dengan iphone 13,coba bandingkan dengan iphone 13,3.0,coba bandingkan iphone 13
@PartTimeNetizen852,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",12jt untuk 60hz + 1 kamera? Tim Cook sedang melawak.,2025-05-06T00:25:04Z,12jt untuk 60hz 1 kamera tim cook sedang melawak,12 juta untuk 60hz 1 kamera tim sedang melawak,2.0,12 juta 60hz 1 kamera tim sedang melawak
@IdaNuraida-n1s,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",kalo speck dewa dan murah mahal relativ baru jadi inceran menurutku,2025-05-05T10:43:34Z,kalo speck dewa dan murah mahal relativ baru jadi inceran menurutku,kalau spek dewa dan murah mahal relatif baru jadi inceran menurutku,3.0,kalau spek dewa murah mahal relatif baru inceran menurutku
@GamerCopo,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","Jangan maksa beli iphone,fungsi sama aj",2025-05-05T02:31:38Z,jangan maksa beli iphone fungsi sama aj,jangan maksa beli iphone fungsi sama saja,3.0,jangan maksa beli iphone fungsi sama saja
@Tomorowlands,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","Mirip"" xr",2025-05-04T03:37:11Z,mirip xr,mirip xr,2.0,mirip xr
@nvlzxiepty,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Mirip XR jir😂,2025-05-03T16:56:03Z,mirip xr jir,mirip xr ,2.0,mirip xr
@irsyadardy5417,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","Udah pegang, udah ubek2 dan tdk tertarik… sangat biasa aja",2025-05-03T10:17:08Z,udah pegang udah ubek2 dan tdk tertarik sangat biasa aja,sudah pegang sudah periksa dan tidak tertarik sangat biasa saja,2.0,pegang periksa tertarik sangat biasa saja
@edwinbahtiar7422,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Hampir jatuh 😂,2025-05-03T06:15:38Z,hampir jatuh,hampir jatuh,3.0,hampir jatuh
@farron4734,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","saya udah beli 16e, gk mikirin kamera ini itu, gk suka foto2, cukup 1 kamera buat daily, ukuran compact, layar 60hz siapa bilang gk smooth, chipset terbaru, dapet modem c1, baterai 4k, dapet di harga 12,7 putih 128. tahun produksi hp januari 2025, emang iphone 13/14/15 tahun produksinya berapa??? pikirin lagi deh sebelum mau beli seri lama",2025-05-02T09:13:26Z,saya udah beli 16e gk mikirin kamera ini itu gk suka foto2 cukup 1 kamera buat daily ukuran compact layar 60hz siapa bilang gk smooth chipset terbaru dapet modem c1 baterai 4k dapet di harga 12 7 putih 128 tahun produksi hp januari 2025 emang iphone 13 14 15 tahun produksinya berapa pikirin lagi deh sebelum mau beli seri lama,saya sudah beli 16e tidak mepikirkan kamera tidak suka foto-foto cukup 1 kamera buat sehari-hari ukuran compact layar 60hz siapa bilang tidak smooth chipset terbaru dapat modem c1 baterai 4k dapet di harga 12 7 putih 128 tahun produksi hp januari 2025 memang iphone 13 14 15 tahun produksinya berapa pikir kembali sebelum beli seri lama,1.0,beli 16e mepikirkan kamera suka foto-foto cukup 1 kamera buat sehari-hari ukuran compact layar 60hz bilang smooth chipset terbaru modem c1 baterai 4k dapet harga 12 7 putih 128 tahun produksi hp januari 2025 memang iphone 13 14 15 tahun produksinya berapa pikir kembali beli seri lama
@andruwtjai8513,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",tapi overall saya suka design 16e yg lebih minimalis,2025-05-01T15:45:33Z,tapi overall saya suka design 16e yg lebih minimalis,tapi overall saya suka design 16e yang lebih minimalis,1.0,tapi overall suka design 16e minimalis
@Myukikankuro,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","Seandainya Ip 16e punya Dynamic Island keknya kamera sebiji termaafkan, dg harga segitu jelas Ip 15 lebih worth",2025-05-01T04:06:15Z,seandainya ip 16e punya dynamic island keknya kamera sebiji termaafkan dg harga segitu jelas ip 15 lebih worth,seandainya iphone 16e punya dynamic island sepertinya kamera satu termaafkan dengan harga segitu jelas iphone 15 lebih worth,1.0,seandainya iphone 16e punya dynamic island sepertinya kamera satu termaafkan harga segitu jelas iphone 15 worth
@FlyJengka92,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",15 pro max gua beli murah.5k,2025-04-30T04:45:02Z,15 pro max gua beli murah 5k,15 pro max saya beli murah 5k,3.0,15 pro max beli murah 5k
@RenxGeming1,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Dari sekian banyak komentar ngomong blablabla gw ttep kepincut hp ini ngerasa gk pamer dan tenaga gokil gak harus pamer... Klo mikirin gengsi sama budget mah ia tergantung orang sih... Kebanyakan mending2 bli kaga....di indo mlh yang ilegal BEKAS lgi di beli nya😆,2025-04-30T03:48:56Z,dari sekian banyak komentar ngomong blablabla gw ttep kepincut hp ini ngerasa gk pamer dan tenaga gokil gak harus pamer klo mikirin gengsi sama budget mah ia tergantung orang sih kebanyakan mending2 bli kaga di indo mlh yang ilegal bekas lgi di beli nya,dari sekian banyak komentar bicara blablabla saya tetap menyukai hp ini merasa tidak pamer dan tenaga keren tidak harus pamer kalau mepikirkan gengsi dan budget tergantung orang sih kebanyakan pilih-pilih beli tidak di indonesia yang ilegal bekas belinya,1.0,sekian komentar bicara blablabla tetap menyukai hp merasa pamer tenaga keren pamer kalau mepikirkan gengsi budget tergantung orang sih kebanyakan pilih-pilih beli indonesia ilegal bekas belinya
@dyahayupitasari5708,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Fix 16e,2025-04-29T01:55:01Z,fix 16e,fix 16e,1.0,fix 16e
@fajarajan3430,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Bang kalo pake hp merk apa?,2025-04-28T22:32:55Z,bang kalo pake hp merk apa,bang kalau pakai hp merk apa,3.0,bang kalau pakai hp merk
@Yanz_Media30,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Aku yang baru beli iphone 12 New digimap merasa tersinggung dibilang Iphone 12 udah termasuk jadul 😢😢😭😭😭😭,2025-04-28T22:06:41Z,aku yang baru beli iphone 12 new digimap merasa tersinggung dibilang iphone 12 udah termasuk jadul,saya yang baru beli iphone 12 new digimap merasa tersinggung dikatakan iphone 12 sudah termasuk jaman dulu,3.0,baru beli iphone 12 new digimap merasa tersinggung dikatakan iphone 12 termasuk jaman dulu
@shaifulimam146,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Tolong buatin perbedaan iPhone 10 sampai iPhone 16,2025-04-28T21:53:39Z,tolong buatin perbedaan iphone 10 sampai iphone 16,tolong buatkan perbedaan iphone 10 sampai iphone 16,3.0,tolong buatkan perbedaan iphone 10 sampai iphone 16
@DanaaKasiyati,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Mngkne iku aku bls pcran,2025-04-27T18:36:18Z,mngkne iku aku bls pcran,mngkne iku saya bls pcran,3.0,mngkne iku bls pcran
@Arienigauma,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Mending 15 biasa dah,2025-04-27T09:06:01Z,mending 15 biasa dah,lebih baik 15 biasa,2.0,baik 15 biasa
@11_fikiajiazari17,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","gua pikir di harga 10 ke bawah sekitar 9,5 jt. tapi masi di harga 10 jutan lebih. Buat yang pingin cari kamera iphone 13 pro atau seri bawah masi wort it ketimbang iphone 16 e yang cuman 1 kamera. Tapi ni hp cocok buat orang yang kepengen ngerasain hp dengan speksifikasi dan fitur yang baru dengan budget minim, jika dirasa nanggung mending nambah sekitar 3-4 jutaan buat beli ipone 16 biasa yang lebih bagus.",2025-04-27T06:37:31Z,gua pikir di harga 10 ke bawah sekitar 9 5 jt tapi masi di harga 10 jutan lebih buat yang pingin cari kamera iphone 13 pro atau seri bawah masi wort it ketimbang iphone 16 e yang cuman 1 kamera tapi ni hp cocok buat orang yang kepengen ngerasain hp dengan speksifikasi dan fitur yang baru dengan budget minim jika dirasa nanggung mending nambah sekitar 3 4 jutaan buat beli ipone 16 biasa yang lebih bagus,saya pikir di harga 10 ke bawah sekitar 9 juta 500 tapi masih di harga 10 juta lebih buat yang ingin cari kamera iphone 13 pro atau seri bawah masih worth it dibanding iphone 16e yang hanya 1 kamera tapi ini hp cocok untuk orang yang ingin merasakan hp dengan speksifikasi dan fitur yang baru dengan budget minim jika dirasa tanggung lebih baik nambah sekitar 3 sampai 4 juta untuk beli iphone 16 biasa yang lebih bagus,2.0,pikir harga 10 bawah sekitar 9 juta 500 tapi harga 10 juta buat ingin cari kamera iphone 13 pro seri bawah worth it dibanding iphone 16e 1 kamera tapi hp cocok orang ingin merasakan hp speksifikasi fitur baru budget minim jika dirasa tanggung baik nambah sekitar 3 sampai 4 juta beli iphone 16 biasa bagus
@setiawiradijaya,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Mending 15  atau 16 biasa,2025-04-26T09:08:02Z,mending 15 atau 16 biasa,lebih baik 15 atau 16 biasa,2.0,baik 15 16 biasa
@AdivaHafiz,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Ini mah mendang mending yh setara anroid 5jtan bahkn d bawahnya😂,2025-04-26T03:40:32Z,ini mah mendang mending yh setara anroid 5jtan bahkn d bawahnya,ini mah mendang mending ya setara android 5 jta bahkan di bawahnya,2.0,mah mendang mending ya setara android 5 jta bahkan bawahnya
@decal4431,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","ada 0,5 ga bang",2025-04-24T19:04:33Z,ada 0 5 ga bang,ada 0 5 tidak bang,3.0,ada 0 5 bang
@navarazziinaraelsafeea756,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","Harga sgtu tp model dan fitur gak masuk sama sekali, hanya prestige dan mesin baru..",2025-04-23T16:56:24Z,harga sgtu tp model dan fitur gak masuk sama sekali hanya prestige dan mesin baru,harga segitu tapi model dan fitur tidak masuk sama sekali hanya prestige dan mesin baru,1.0,harga segitu tapi model fitur masuk sama sekali prestige mesin baru
@intanputri2131,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","bang David,beli hp ip di pstore dan Riview in bang😅",2025-04-23T13:41:52Z,bang david beli hp ip di pstore dan riview in bang,bang david beli hp iphone di pstore dan review bang,3.0,bang david beli hp iphone pstore review bang
@haluniklucudisekitarkita6295,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Kesini Krn lagi ambil ip16 e,2025-04-23T10:44:52Z,kesini krn lagi ambil ip16 e,kesini karna lagi ambil iphone 16e,1.0,kesini karna ambil iphone 16e
@Mopi-man,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Menurut ku ya:Tapi untuk gaming atau kebutuhan sehari-hari bisa bagus sih.tapi gimana untuk kalian tentang iPhone 16e ini.,2025-04-23T09:21:02Z,menurut ku ya tapi untuk gaming atau kebutuhan sehari hari bisa bagus sih tapi gimana untuk kalian tentang iphone 16e ini,menurut saya untuk gaming atau kebutuhan sehari-hari bisa bagus tapi bagaimana untuk kalian tentang iphone 16e ini,1.0,menurut gaming kebutuhan sehari-hari bagus tapi bagaimana kalian iphone 16e
@Dian05281,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",coba bajas se 2022. Masih worh it ga?,2025-04-22T07:53:52Z,coba bajas se 2022 masih worh it ga,coba bajas se 2022 masih worh it ga,3.0,coba bajas se 2022 worh it ga
@Anu86,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","Kalo orang yang ga punya kek gw, malah milih motor second dan bertahan dengan oppo a7, semoga bisa kebeli setidaknya iphone 8+ juga ga pp suatu saat",2025-04-21T23:01:18Z,kalo orang yang ga punya kek gw malah milih motor second dan bertahan dengan oppo a7 semoga bisa kebeli setidaknya iphone 8 juga ga pp suatu saat,kalau orang yang tidak punya seperti saya llebih memilih motor second dan bertahan dengan oppo a7 semoga bisa kebeli setidaknya iphone 8 juga tidak apa-apa suatu saat,1.0,kalau orang punya llebih memilih motor second bertahan oppo a7 semoga kebeli setidaknya iphone 8 apa-apa suatu
@PrioGiriLawu,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",bikin ngiler,2025-04-21T13:54:31Z,bikin ngiler,bikin ngiler,1.0,bikin ngiler
@tamaezy,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","heee, murah. tapi bisa buat beli hp 5 org di rumah saya",2025-04-21T12:58:48Z,heee murah tapi bisa buat beli hp 5 org di rumah saya,murah tapi bisa untuk beli hp 5 orang di rumah saya,3.0,murah tapi beli hp 5 orang rumah
@Ziybr,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",11.000.000=sampah,2025-04-21T02:51:26Z,11 000 000 sampah,11 000 000 sampah,2.0,11 000 000 sampah
@iyusRusli,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","16:55 kenapa?,Karena dia kepanasan",2025-04-21T02:02:07Z,16 55 kenapa karena dia kepanasan,16 55 kenapa karena dia kepanasan,3.0,16 55 kenapa kepanasan
@dekyuda,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","Coba dynamic island, pasti lebih laku",2025-04-20T14:35:52Z,coba dynamic island pasti lebih laku,coba dynamic island pasti lebih laku,2.0,coba dynamic island pasti laku
@felinevictoria58,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","16e, designnya throwback iphone 4s",2025-04-20T11:38:40Z,16e designnya throwback iphone 4s,16e designnya throwback iphone 4s,1.0,16e designnya throwback iphone 4s
@wow-ci6gf,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Mending gw beli vivo 200x😂,2025-04-20T04:45:47Z,mending gw beli vivo 200x,lebih baik saya beli vivo 200x,2.0,baik beli vivo 200x
@ErikGinanjung-w5j,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",nanggung bgt gada magnetnya wkwk,2025-04-20T03:11:15Z,nanggung bgt gada magnetnya wkwk,tanggung sekali tidak ada magnetnya ,2.0,tanggung sekali ada magnetnya
@muhammadzein751,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","Klo buat jualan ipxr cukup sih, tp buat gaya nggk ada habis ny cuy 😂",2025-04-20T02:27:47Z,klo buat jualan ipxr cukup sih tp buat gaya nggk ada habis ny cuy,kalau untuk jualan iphone xr cukup tapi untuk gaya tidak ada habisnya,2.0,kalau jualan iphone xr cukup tapi gaya ada habisnya
@shatriaroosters4110,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",nanggung bnget harga segitu mending nambah dikit dapet Bas model atau lebih worth it Android udah dapet flagship,2025-04-19T21:50:34Z,nanggung bnget harga segitu mending nambah dikit dapet bas model atau lebih worth it android udah dapet flagship,tanggung sekali harga segitu lebih baik tambah sedikit dapat bas model atau lebih worth it android sudah dapat flagship,2.0,tanggung sekali harga segitu baik tambah sedikit bas model worth it android flagship
@widiesusetyo9787,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",krn bagi sya tiap iphone kluar harga ga ngotak buat gaji ku yg umr tangerang. pernah lajang dn pernah nyicicil 11pro. dn cicilan iphone ane dulu ga smurah cicilan rumah ane soalnye 😅,2025-04-19T20:38:36Z,krn bagi sya tiap iphone kluar harga ga ngotak buat gaji ku yg umr tangerang pernah lajang dn pernah nyicicil 11pro dn cicilan iphone ane dulu ga smurah cicilan rumah ane soalnye,karena bagi saya tiap iphone keluar harga tidak masuk di akal untuk gaji saya yang umr tangerang pernah lajang dan pernah mencicil 11pro dan cicilan iphone saya dulu tidak semurah cicilan rumah saya soalnya,2.0,tiap iphone keluar harga masuk akal gaji umr tangerang pernah lajang pernah mencicil 11pro cicilan iphone dulu semurah cicilan rumah soalnya
@DianekoAgus1988,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",MENOLAK TUA.Masih nonton pake xs max,2025-04-19T15:45:49Z,menolak tua masih nonton pake xs max,menolak tua masih menonton pakai xs max,3.0,menolak tua menonton pakai xs max
@KurirTaPD,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Google pixel 3 yah,2025-04-18T08:28:46Z,google pixel 3 yah,google pixel 3 yah,3.0,google pixel 3 yah
@aguswicaksono2797,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Apple emang paling gila harganya,2025-04-18T03:18:55Z,apple emang paling gila harganya,apple memang paling gila harganya,2.0,apple memang paling gila harganya
@PutriSaifudin-mt8vk,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Bang hp nya tak beli 1 boleh kalau ada yang murah bekas2 reviewnya masa di tahun 2025 masih pake ram 2 32 mana ngeleg terus lagi😂,2025-04-17T18:49:15Z,bang hp nya tak beli 1 boleh kalau ada yang murah bekas2 reviewnya masa di tahun 2025 masih pake ram 2 32 mana ngeleg terus lagi,bang hp nya saya beli 1 boleh kalau ada yang murah bekas2 reviewnya masa di tahun 2025 masih pakai ram 2 32 ditambah lag terus ,3.0,bang hp nya beli 1 boleh kalau ada murah bekas2 reviewnya masa tahun 2025 pakai ram 2 32 ditambah lag terus
@bouyaharumichi717,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Ngeri green screen wkwk,2025-04-17T15:08:58Z,ngeri green screen wkwk,khawatir green screen ,2.0,khawatir green screen
@frannkyjr1333,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","rekaman nya mungkin sedikit susah di bedakan, namun dari microphone nya beda jauh 16 basemodel lebih bagus suaranya di banding 16e",2025-04-17T09:06:47Z,rekaman nya mungkin sedikit susah di bedakan namun dari microphone nya beda jauh 16 basemodel lebih bagus suaranya di banding 16e,rekaman nya mungkin sedikit susah dibedakan namun dari microphonenya beda jauh 16 basemodel lebih bagus suaranya di banding 16e,1.0,rekaman nya mungkin sedikit susah dibedakan microphonenya beda jauh 16 basemodel bagus suaranya banding 16e
@desiastuti3610,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Pengen yg ini simple tapi warna pink 😅,2025-04-17T02:31:34Z,pengen yg ini simple tapi warna pink,mau yang ini simple tapi warna pink,1.0,mau simple tapi warna pink
@adityapangestu3850,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","Disni Iphone 13 berasa makin dibuat worth it sama apple mana harganya 8,5 📈",2025-04-16T12:06:27Z,disni iphone 13 berasa makin dibuat worth it sama apple mana harganya 8 5,disini iphone 13 berasa makin dibuat worth it sama apple mana harganya 8 5,3.0,disini iphone 13 berasa makin dibuat worth it sama apple mana harganya 8 5
@Gatotkacatutor,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Hp busuk,2025-04-16T11:09:45Z,hp busuk,hp busuk,2.0,hp busuk
@sulistyotyo1115,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","Hp China tetep menang sih ,",2025-04-16T03:30:17Z,hp china tetep menang sih,hp china tetap menang sih,2.0,hp china tetap menang sih
@dedewahyudin9782,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Aku jatuh cinta sama design nyaa,2025-04-16T02:41:37Z,aku jatuh cinta sama design nyaa,saya jatuh cinta sama designnya,1.0,jatuh cinta sama designnya
@ParjoRaharjo-dh8rn,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Mending vivo y03 bisa buat sekampung,2025-04-15T21:23:10Z,mending vivo y03 bisa buat sekampung,mending vivo y03 bisa untuk sekampung,2.0,mending vivo y03 sekampung
@Alkeiscoop,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Adonan gpu yg ga lolos qc ga sih itu?,2025-04-15T20:38:49Z,adonan gpu yg ga lolos qc ga sih itu,adonan gpu yang tidak lolos qc bukan sih itu,2.0,adonan gpu lolos qc sih
@yudico7680,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","ada benernya cuman 16e yg apa2 minimalis itu mnrt saya target pasarnya lebih ke segment umur di atas 35an dimana di usia2 spt itu fungsi HP lebih ke fungsi dasar aja seperti call and text, asal bisa nelpon dan WA dah cukup sama satu lagi IOSnya masih panjang umur utk bisa diupdate. so beda harga 3 juta itu menarik karena bisa beli tiket pesawat PP klo mau jalan2 ke KL 😊",2025-04-15T14:16:45Z,ada benernya cuman 16e yg apa2 minimalis itu mnrt saya target pasarnya lebih ke segment umur di atas 35an dimana di usia2 spt itu fungsi hp lebih ke fungsi dasar aja seperti call and text asal bisa nelpon dan wa dah cukup sama satu lagi iosnya masih panjang umur utk bisa diupdate so beda harga 3 juta itu menarik karena bisa beli tiket pesawat pp klo mau jalan2 ke kl,ada benarnya hanya 16e yang apa-apa minimalis itu menurut saya target pasarnya lebih ke segment umur di atas 35an dimana di usia-usia seperti itu fungsi hp lebih ke fungsi dasar saja seperti call and text asal bisa telepon dan wa sudah cukup sama satu lagi iosnya masih panjang umur untuk bisa diupdate so beda harga 3 juta itu menarik karena bisa beli tiket pesawat pp kalau mau jalan-jalan ke kuala lumpur,1.0,ada benarnya 16e apa-apa minimalis menurut target pasarnya segment umur atas 35an dimana usia-usia fungsi hp fungsi dasar saja call and text asal telepon wa cukup sama satu iosnya panjang umur diupdate so beda harga 3 juta menarik beli tiket pesawat pp kalau mau jalan-jalan kuala lumpur
@audiobooks913,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",iPhone 16 vs Xiaomi 15,2025-04-15T06:21:46Z,iphone 16 vs xiaomi 15,iphone 16 vs xiaomi 15,3.0,iphone 16 vs xiaomi 15
@suluharifwibowo560,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","Kalau iPhone 16e pakai Dynamic Island, mungkin bisa jadi poin plus karena tampilannya jadi beda dan nggak biasa-biasa aja bisa jadi pembeda dibanding iPhone XR atau iPhone 13",2025-04-15T00:57:27Z,kalau iphone 16e pakai dynamic island mungkin bisa jadi poin plus karena tampilannya jadi beda dan nggak biasa biasa aja bisa jadi pembeda dibanding iphone xr atau iphone 13,kalau iphone 16e pakai dynamic island mungkin bisa jadi poin plus karena tampilannya jadi beda dan tidak biasa-biasa saja bisa jadi pembeda dibanding iphone xr atau iphone 13,1.0,kalau iphone 16e pakai dynamic island mungkin poin plus tampilannya beda biasa-biasa saja pembeda dibanding iphone xr iphone 13
@RA_Arnanto,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Harga segitu mending ambil s23U seken 😂,2025-04-14T16:10:26Z,harga segitu mending ambil s23u seken,harga segitu mending ambil s23u bekas,2.0,harga segitu mending ambil s23u bekas
@tegaraziz28,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","Ini iphone produk gagal. 
.
.
.
.
.

Gagal gua beli.",2025-04-14T15:29:42Z,ini iphone produk gagal gagal gua beli,ini iphone produk gagal saya beli,2.0,iphone produk gagal beli
@aiforchildren-e7m,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",mending ambil iphone 15 kalo gini mah,2025-04-14T07:08:04Z,mending ambil iphone 15 kalo gini mah,lebih baik ambil iphone 15 kalau seperti ini ,2.0,baik ambil iphone 15 kalau
@maqmaqezzz,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","lucu banget, dapet iphone 15",2025-04-14T03:27:08Z,lucu banget dapet iphone 15,lucu sekali dapat iphone 15,2.0,lucu sekali iphone 15
@DOA_IBU-88,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",ttp android no 1 di hati.😂😂,2025-04-14T03:17:19Z,ttp android no 1 di hati,tetap android no 1 di hati,2.0,tetap android no 1 hati
@mohamadfauzanazhima8305,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",cocok buat orang yg low profile😅,2025-04-14T00:47:21Z,cocok buat orang yg low profile,cocok untuk orang yang low profile,1.0,cocok orang low profile
@Seputar_Legenda,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","iPhone 15 kan udah turun banget, ngapain 16 e🥲",2025-04-13T12:11:00Z,iphone 15 kan udah turun banget ngapain 16 e,iphone 15 kan sudah turun sekali kenapa 16e,2.0,iphone 15 kan turun sekali kenapa 16e
@dimitriimanprawira3068,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","Jadi kalo gua mau beli iPhone 16e karena kebutuhannya lebih buat gaming & daily usage kyk WA IG twitter dll, worth it/nggak?",2025-04-13T12:02:59Z,jadi kalo gua mau beli iphone 16e karena kebutuhannya lebih buat gaming daily usage kyk wa ig twitter dll worth it nggak,jadi kalau saya mau beli iphone 16e karena kebutuhannya lebih buat gaming daily usage seperti wa ig twitter dll worth it tidak,3.0,kalau mau beli iphone 16e kebutuhannya buat gaming daily usage wa ig twitter dll worth it
@ulirsatpol6402,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",mungkin chip nya cacat ...jadi daripada dibuang dibikinlah jadi versi murah,2025-04-13T10:30:03Z,mungkin chip nya cacat jadi daripada dibuang dibikinlah jadi versi murah,mungkin chip nya cacat jadi daripada dibuang dibikinlah jadi versi murah,2.0,mungkin chip nya cacat daripada dibuang dibikinlah versi murah
@Wakwaw12362,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Gimana yaa cara bilangin istri klu iphone itu akhir2 ini ga worth it 😅,2025-04-13T09:46:29Z,gimana yaa cara bilangin istri klu iphone itu akhir2 ini ga worth it,gimana yaa cara mengatakan ke istri kalau iphone itu akhir2 ini tidak worth it,2.0,gimana yaa cara mengatakan istri kalau iphone akhir2 worth it
@AdiKasdi-v5z,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Bang pilih 16e atau 15 biasa... ?,2025-04-13T08:02:12Z,bang pilih 16e atau 15 biasa,bang pilih 16e atau 15 biasa,3.0,bang pilih 16e 15 biasa
@noviliaanggraini8831,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Mending beli 15 ato 16e yaa?,2025-04-13T04:15:50Z,mending beli 15 ato 16e yaa,lebih baik beli 15 ato 16e yaa,3.0,baik beli 15 ato 16e yaa
@Mind_Burts,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Tanda2 iphone akan musnah sudah kehabisan ide buat model baru,2025-04-13T00:42:13Z,tanda2 iphone akan musnah sudah kehabisan ide buat model baru,tanda-tanda iphone akan musnah sudah kehabisan ide buat model baru,2.0,tanda-tanda iphone musnah kehabisan ide buat model baru
@be.projectidn2074,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",HP dengan margin terbesar di planet ini.buat nyumbang kenegaranya yg HOBI PERANG,2025-04-12T12:13:36Z,hp dengan margin terbesar di planet ini buat nyumbang kenegaranya yg hobi perang,hp dengan margin terbesar di planet ini untuk menyumbang ke negaranya yang hobi perang,2.0,hp margin terbesar planet menyumbang negaranya hobi perang
